Date_reported,Country,New_cases
2020-08-03,Belize,8
2020-08-04,Belize,1
2020-08-05,Belize,0
2020-08-06,Belize,10
2020-08-07,Belize,19
2020-08-08,Belize,28
2020-08-09,Belize,32
2020-08-10,Belize,7
2020-08-11,Belize,1
2020-08-12,Belize,23
2020-08-13,Belize,33
2020-08-14,Belize,86
2020-08-15,Belize,60
2020-08-16,Belize,32
2020-08-17,Belize,64
2020-08-18,Belize,0
2020-08-19,Belize,23
2020-08-20,Belize,78
2020-08-21,Belize,0
2020-08-22,Belize,52
2020-08-23,Belize,43
2020-08-24,Belize,20
2020-08-25,Belize,18
2020-08-26,Belize,27
2020-08-27,Belize,17
2020-08-28,Belize,30
2020-08-29,Belize,58
2020-08-30,Belize,52
2020-08-31,Belize,94
2020-09-01,Belize,29
2020-09-02,Belize,14
2020-09-03,Belize,43
2020-09-04,Belize,51
2020-09-05,Belize,17
2020-09-06,Belize,34
2020-09-07,Belize,42
2020-09-08,Belize,67
2020-09-09,Belize,46
2020-09-10,Belize,54
2020-09-11,Belize,4
2020-09-12,Belize,34
2020-09-13,Belize,36
2020-09-14,Belize,23
2020-09-15,Belize,22
2020-09-16,Belize,21
2020-09-17,Belize,27
2020-09-18,Belize,8
2020-09-19,Belize,31
2020-09-20,Belize,23
2020-09-21,Belize,16
2020-09-22,Belize,21
2020-09-23,Belize,8
2020-09-24,Belize,34
2020-09-25,Belize,37
2020-09-26,Belize,52
2020-09-27,Belize,50
2020-09-28,Belize,17
2020-09-29,Belize,29
2020-09-30,Belize,37
2020-10-01,Belize,52
2020-10-02,Belize,49
2020-10-03,Belize,34
2020-10-04,Belize,54
2020-10-05,Belize,51
2020-10-06,Belize,65
2020-10-07,Belize,8
2020-10-08,Belize,39
2020-10-09,Belize,67
2020-10-10,Belize,63
2020-10-11,Belize,54
2020-10-12,Belize,69
2020-10-13,Belize,35
2020-10-14,Belize,38
2020-10-15,Belize,16
2020-10-16,Belize,34
2020-10-17,Belize,63
2020-10-18,Belize,46
2020-10-19,Belize,47
2020-10-20,Belize,38
2020-10-21,Belize,20
2020-10-22,Belize,53
2020-10-23,Belize,51
2020-10-24,Belize,58
2020-10-25,Belize,55
2020-10-26,Belize,56
2020-10-27,Belize,39
2020-10-28,Belize,55
2020-10-29,Belize,32
2020-10-30,Belize,29
2020-10-31,Belize,121
2020-11-01,Belize,80
2020-11-02,Belize,25
2020-11-03,Belize,90
2020-11-04,Belize,47
2020-11-05,Belize,166
2020-11-06,Belize,115
2020-11-07,Belize,72
2020-11-08,Belize,39
2020-11-09,Belize,60
2020-11-10,Belize,100
2020-11-11,Belize,54
2020-11-12,Belize,184
2020-11-13,Belize,106
2020-11-14,Belize,76
2020-11-15,Belize,119
2020-11-16,Belize,68
2020-11-17,Belize,78
2020-11-18,Belize,22
2020-11-19,Belize,37
2020-11-20,Belize,38
2020-11-21,Belize,60
2020-11-22,Belize,38
2020-11-23,Belize,54
2020-11-24,Belize,73
2020-11-25,Belize,66
2020-11-26,Belize,86
2020-11-27,Belize,88
2020-11-28,Belize,92
2020-11-29,Belize,72
2020-11-30,Belize,60
2020-12-01,Belize,96
2020-12-02,Belize,111
2020-12-03,Belize,0
2020-12-04,Belize,1141
2020-12-05,Belize,241
2020-12-06,Belize,147
2020-12-07,Belize,218
2020-12-08,Belize,168
2020-12-09,Belize,184
2020-12-10,Belize,60
2020-12-11,Belize,506
2020-12-12,Belize,286
2020-12-13,Belize,160
2020-12-14,Belize,208
2020-12-15,Belize,122
2020-12-16,Belize,82
2020-12-17,Belize,134
2020-12-18,Belize,161
2020-12-19,Belize,119
2020-12-20,Belize,138
2020-12-21,Belize,94
2020-12-22,Belize,72
2020-12-23,Belize,50
2020-12-24,Belize,112
2020-12-25,Belize,113
2020-12-26,Belize,120
2020-12-27,Belize,0
2020-12-28,Belize,0
2020-12-29,Belize,71
2020-12-30,Belize,30
2020-12-31,Belize,77
2021-01-01,Belize,56
2021-01-02,Belize,52
2021-01-03,Belize,31
2021-01-04,Belize,0
2021-01-05,Belize,94
2021-01-06,Belize,37
2021-01-07,Belize,80
2021-01-08,Belize,90
2021-01-09,Belize,44
2021-01-10,Belize,50
2021-01-11,Belize,64
2021-01-12,Belize,37
2021-01-13,Belize,29
2021-01-14,Belize,34
2021-01-15,Belize,53
2021-01-16,Belize,37
2021-01-17,Belize,73
2021-01-18,Belize,0
2021-01-19,Belize,51
2021-01-20,Belize,12
2021-01-21,Belize,23
2021-01-22,Belize,27
2021-01-23,Belize,34
2021-01-24,Belize,24
2021-01-25,Belize,22
2021-01-26,Belize,28
2021-01-27,Belize,20
2021-01-28,Belize,18
2021-01-29,Belize,28
2021-01-30,Belize,29
2021-01-31,Belize,32
2021-02-01,Belize,31
2021-02-02,Belize,0
2021-02-03,Belize,37
2021-02-04,Belize,12
2021-02-05,Belize,21
2021-02-06,Belize,30
2021-02-07,Belize,5
2021-02-08,Belize,24
2021-02-09,Belize,0
2021-02-10,Belize,33
2021-02-11,Belize,9
2021-02-12,Belize,28
2021-02-13,Belize,7
2021-02-14,Belize,20
2021-02-15,Belize,11
2020-01-03,Bermuda,0
2020-01-04,Bermuda,0
2020-01-05,Bermuda,0
2020-01-06,Bermuda,0
2020-01-07,Bermuda,0
2020-01-08,Bermuda,0
2020-01-09,Bermuda,0
2020-01-10,Bermuda,0
2020-01-11,Bermuda,0
2020-01-12,Bermuda,0
2020-01-13,Bermuda,0
2020-01-14,Bermuda,0
2020-01-15,Bermuda,0
2020-01-16,Bermuda,0
2020-01-17,Bermuda,0
2020-01-18,Bermuda,0
2020-01-19,Bermuda,0
2020-01-20,Bermuda,0
2020-01-21,Bermuda,0
2020-01-22,Bermuda,0
2020-01-23,Bermuda,0
2020-01-24,Bermuda,0
2020-01-25,Bermuda,0
2020-01-26,Bermuda,0
2020-01-27,Bermuda,0
2020-01-28,Bermuda,0
2020-01-29,Bermuda,0
2020-01-30,Bermuda,0
2020-01-31,Bermuda,0
2020-02-01,Bermuda,0
2020-02-02,Bermuda,0
2020-02-03,Bermuda,0
2020-02-04,Bermuda,0
2020-02-05,Bermuda,0
2020-02-06,Bermuda,0
2020-02-07,Bermuda,0
2020-02-08,Bermuda,0
2020-02-09,Bermuda,0
2020-02-10,Bermuda,0
2020-02-11,Bermuda,0
2020-02-12,Bermuda,0
2020-02-13,Bermuda,0
2020-02-14,Bermuda,0
2020-02-15,Bermuda,0
2020-02-16,Bermuda,0
2020-02-17,Bermuda,0
2020-02-18,Bermuda,0
2020-02-19,Bermuda,0
2020-02-20,Bermuda,0
2020-02-21,Bermuda,0
2020-02-22,Bermuda,0
2020-02-23,Bermuda,0
2020-02-24,Bermuda,0
2020-02-25,Bermuda,0
2020-02-26,Bermuda,0
2020-02-27,Bermuda,0
2020-02-28,Bermuda,0
2020-02-29,Bermuda,0
2020-03-01,Bermuda,0
2020-03-02,Bermuda,0
2020-03-03,Bermuda,0
2020-03-04,Bermuda,0
2020-03-05,Bermuda,0
2020-03-06,Bermuda,0
2020-03-07,Bermuda,0
2020-03-08,Bermuda,0
2020-03-09,Bermuda,0
2020-03-10,Bermuda,0
2020-03-11,Bermuda,0
2020-03-12,Bermuda,0
2020-03-13,Bermuda,0
2020-03-14,Bermuda,0
2020-03-15,Bermuda,0
2020-03-16,Bermuda,0
2020-03-17,Bermuda,0
2020-03-18,Bermuda,6
2020-03-19,Bermuda,0
2020-03-20,Bermuda,0
2020-03-21,Bermuda,0
2020-03-22,Bermuda,0
2020-03-23,Bermuda,0
2020-03-24,Bermuda,0
2020-03-25,Bermuda,0
2020-03-26,Bermuda,1
2020-03-27,Bermuda,0
2020-03-28,Bermuda,8
2020-03-29,Bermuda,2
2020-03-30,Bermuda,5
2020-03-31,Bermuda,0
2020-04-01,Bermuda,5
2020-04-02,Bermuda,5
2020-04-03,Bermuda,0
2020-04-04,Bermuda,3
2020-04-05,Bermuda,0
2020-04-06,Bermuda,2
2020-04-07,Bermuda,0
2020-04-08,Bermuda,2
2020-04-09,Bermuda,0
2020-04-10,Bermuda,0
2020-04-11,Bermuda,9
2020-04-12,Bermuda,0
2020-04-13,Bermuda,2
2020-04-14,Bermuda,7
2020-04-15,Bermuda,0
2020-04-16,Bermuda,0
2020-04-17,Bermuda,24
2020-04-18,Bermuda,2
2020-04-19,Bermuda,0
2020-04-20,Bermuda,3
2020-04-21,Bermuda,0
2020-04-22,Bermuda,0
2020-04-23,Bermuda,12
2020-04-24,Bermuda,1
2020-04-25,Bermuda,0
2020-04-26,Bermuda,0
2020-04-27,Bermuda,10
2020-04-28,Bermuda,0
2020-04-29,Bermuda,1
2020-04-30,Bermuda,1
2020-05-01,Bermuda,0
2020-05-02,Bermuda,3
2020-05-03,Bermuda,0
2020-05-04,Bermuda,1
2020-05-05,Bermuda,0
2020-05-06,Bermuda,0
2020-05-07,Bermuda,0
2020-05-08,Bermuda,3
2020-05-09,Bermuda,0
2020-05-10,Bermuda,0
2020-05-11,Bermuda,0
2020-05-12,Bermuda,0
2020-05-13,Bermuda,1
2020-05-14,Bermuda,2
2020-05-15,Bermuda,0
2020-05-16,Bermuda,1
2020-05-17,Bermuda,1
2020-05-18,Bermuda,0
2020-05-19,Bermuda,0
2020-05-20,Bermuda,2
2020-05-21,Bermuda,0
2020-05-22,Bermuda,0
2020-05-23,Bermuda,0
2020-05-24,Bermuda,3
2020-05-25,Bermuda,5
2020-05-26,Bermuda,0
2020-05-27,Bermuda,0
2020-05-28,Bermuda,6
2020-05-29,Bermuda,0
2020-05-30,Bermuda,1
2020-05-31,Bermuda,0
2020-06-01,Bermuda,0
2020-06-02,Bermuda,0
2020-06-03,Bermuda,1
2020-06-04,Bermuda,0
2020-06-05,Bermuda,0
2020-06-06,Bermuda,0
2020-06-07,Bermuda,0
2020-06-08,Bermuda,0
2020-06-09,Bermuda,0
2020-06-10,Bermuda,0
2020-06-11,Bermuda,0
2020-06-12,Bermuda,0
2020-06-13,Bermuda,0
2020-06-14,Bermuda,1
2020-06-15,Bermuda,2
2020-06-16,Bermuda,0
2020-06-17,Bermuda,0
2020-06-18,Bermuda,0
2020-06-19,Bermuda,0
2020-06-20,Bermuda,0
2020-06-21,Bermuda,2
2020-06-22,Bermuda,0
2020-06-23,Bermuda,0
2020-06-24,Bermuda,0
2020-06-25,Bermuda,0
2020-06-26,Bermuda,0
2020-06-27,Bermuda,0
2020-06-28,Bermuda,0
2020-06-29,Bermuda,0
2020-06-30,Bermuda,0
2020-07-01,Bermuda,0
2020-07-02,Bermuda,0
2020-07-03,Bermuda,0
2020-07-04,Bermuda,0
2020-07-05,Bermuda,0
2020-07-06,Bermuda,0
2020-07-07,Bermuda,0
2020-07-08,Bermuda,0
2020-07-09,Bermuda,3
2020-07-10,Bermuda,0
2020-07-11,Bermuda,0
2020-07-12,Bermuda,1
2020-07-13,Bermuda,0
2020-07-14,Bermuda,0
2020-07-15,Bermuda,0
2020-07-16,Bermuda,0
2020-07-17,Bermuda,0
2020-07-18,Bermuda,2
2020-07-19,Bermuda,0
2020-07-20,Bermuda,1
2020-07-21,Bermuda,0
2020-07-22,Bermuda,0
2020-07-23,Bermuda,0
2020-07-24,Bermuda,0
2020-07-25,Bermuda,0
2020-07-26,Bermuda,0
2020-07-27,Bermuda,1
2020-07-28,Bermuda,0
2020-07-29,Bermuda,0
2020-07-30,Bermuda,2
2020-07-31,Bermuda,0
2020-08-01,Bermuda,0
2020-08-02,Bermuda,0
2020-08-03,Bermuda,0
2020-08-04,Bermuda,1
2020-08-05,Bermuda,0
2020-08-06,Bermuda,0
2020-08-07,Bermuda,0
2020-08-08,Bermuda,0
2020-08-09,Bermuda,1
2020-08-10,Bermuda,0
2020-08-11,Bermuda,0
2020-08-12,Bermuda,1
2020-08-13,Bermuda,0
2020-08-14,Bermuda,0
2020-08-15,Bermuda,0
2020-08-16,Bermuda,0
2020-08-17,Bermuda,3
2020-08-18,Bermuda,0
2020-08-19,Bermuda,4
2020-08-20,Bermuda,0
2020-08-21,Bermuda,0
2020-08-22,Bermuda,0
2020-08-23,Bermuda,1
2020-08-24,Bermuda,0
2020-08-25,Bermuda,0
2020-08-26,Bermuda,1
2020-08-27,Bermuda,0
2020-08-28,Bermuda,0
2020-08-29,Bermuda,0
2020-08-30,Bermuda,0
2020-08-31,Bermuda,1
2020-09-01,Bermuda,0
2020-09-02,Bermuda,3
2020-09-03,Bermuda,0
2020-09-04,Bermuda,0
2020-09-05,Bermuda,2
2020-09-06,Bermuda,1
2020-09-07,Bermuda,0
2020-09-08,Bermuda,0
2020-09-09,Bermuda,0
2020-09-10,Bermuda,2
2020-09-11,Bermuda,0
2020-09-12,Bermuda,0
2020-09-13,Bermuda,0
2020-09-14,Bermuda,0
2020-09-15,Bermuda,0
2020-09-16,Bermuda,0
2020-09-17,Bermuda,0
2020-09-18,Bermuda,1
2020-09-19,Bermuda,0
2020-09-20,Bermuda,0
2020-09-21,Bermuda,2
2020-09-22,Bermuda,0
2020-09-23,Bermuda,0
2020-09-24,Bermuda,0
2020-09-25,Bermuda,1
2020-09-26,Bermuda,0
2020-09-27,Bermuda,0
2020-09-28,Bermuda,0
2020-09-29,Bermuda,0
2020-09-30,Bermuda,0
2020-10-01,Bermuda,0
2020-10-02,Bermuda,0
2020-10-03,Bermuda,0
2020-10-04,Bermuda,0
2020-10-05,Bermuda,0
2020-10-06,Bermuda,0
2020-10-07,Bermuda,0
2020-10-08,Bermuda,0
2020-10-09,Bermuda,1
2020-10-10,Bermuda,2
2020-10-11,Bermuda,0
2020-10-12,Bermuda,0
2020-10-13,Bermuda,0
2020-10-14,Bermuda,0
2020-10-15,Bermuda,1
2020-10-16,Bermuda,0
2020-10-17,Bermuda,0
2020-10-18,Bermuda,0
2020-10-19,Bermuda,0
2020-10-20,Bermuda,0
2020-10-21,Bermuda,3
2020-10-22,Bermuda,0
2020-10-23,Bermuda,0
2020-10-24,Bermuda,2
2020-10-25,Bermuda,0
2020-10-26,Bermuda,0
2020-10-27,Bermuda,0
2020-10-28,Bermuda,3
2020-10-29,Bermuda,1
2020-10-30,Bermuda,4
2020-10-31,Bermuda,1
2020-11-01,Bermuda,0
2020-11-02,Bermuda,0
2020-11-03,Bermuda,7
2020-11-04,Bermuda,0
2020-11-05,Bermuda,0
2020-11-06,Bermuda,0
2020-11-07,Bermuda,1
2020-11-08,Bermuda,2
2020-11-09,Bermuda,0
2020-11-10,Bermuda,5
2020-11-11,Bermuda,0
2020-11-12,Bermuda,1
2020-11-13,Bermuda,5
2020-11-14,Bermuda,2
2020-11-15,Bermuda,0
2020-11-16,Bermuda,0
2020-11-17,Bermuda,0
2020-11-18,Bermuda,1
2020-11-19,Bermuda,0
2020-11-20,Bermuda,1
2020-11-21,Bermuda,3
2020-11-22,Bermuda,0
2020-11-23,Bermuda,0
2020-11-24,Bermuda,0
2020-11-25,Bermuda,8
2020-11-26,Bermuda,4
2020-11-27,Bermuda,2
2020-11-28,Bermuda,1
2020-11-29,Bermuda,5
2020-11-30,Bermuda,4
2020-12-01,Bermuda,9
2020-12-02,Bermuda,0
2020-12-03,Bermuda,7
2020-12-04,Bermuda,5
2020-12-05,Bermuda,6
2020-12-06,Bermuda,10
2020-12-07,Bermuda,0
2020-12-08,Bermuda,18
2020-12-09,Bermuda,0
2020-12-10,Bermuda,34
2020-12-11,Bermuda,24
2020-12-12,Bermuda,0
2020-12-13,Bermuda,27
2020-12-14,Bermuda,0
2020-12-15,Bermuda,40
2020-12-16,Bermuda,25
2020-12-17,Bermuda,11
2020-12-18,Bermuda,18
2020-12-19,Bermuda,12
2020-12-20,Bermuda,19
2020-12-21,Bermuda,11
2020-12-22,Bermuda,0
2020-12-23,Bermuda,20
2020-12-24,Bermuda,6
2020-12-25,Bermuda,8
2020-12-26,Bermuda,0
2020-12-27,Bermuda,0
2020-12-28,Bermuda,20
2020-12-29,Bermuda,0
2020-12-30,Bermuda,0
2020-12-31,Bermuda,14
2021-01-01,Bermuda,9
2021-01-02,Bermuda,0
2021-01-03,Bermuda,0
2021-01-04,Bermuda,18
2021-01-05,Bermuda,0
2021-01-06,Bermuda,2
2021-01-07,Bermuda,8
2021-01-08,Bermuda,4
2021-01-09,Bermuda,5
2021-01-10,Bermuda,5
2021-01-11,Bermuda,6
2021-01-12,Bermuda,0
2021-01-13,Bermuda,4
2021-01-14,Bermuda,5
2021-01-15,Bermuda,3
2021-01-16,Bermuda,3
2021-01-17,Bermuda,3
2021-01-18,Bermuda,0
2021-01-19,Bermuda,0
2021-01-20,Bermuda,13
2021-01-21,Bermuda,1
2021-01-22,Bermuda,0
2021-01-23,Bermuda,2
2021-01-24,Bermuda,0
2021-01-25,Bermuda,0
2021-01-26,Bermuda,0
2021-01-27,Bermuda,0
2021-01-28,Bermuda,2
2021-01-29,Bermuda,1
2021-01-30,Bermuda,1
2021-01-31,Bermuda,1
2021-02-01,Bermuda,0
2021-02-02,Bermuda,0
2021-02-03,Bermuda,1
2021-02-04,Bermuda,0
2021-02-05,Bermuda,0
2021-02-06,Bermuda,0
2021-02-07,Bermuda,0
2021-02-08,Bermuda,0
2021-02-09,Bermuda,0
2021-02-10,Bermuda,2
2021-02-11,Bermuda,0
2021-02-12,Bermuda,0
2021-02-13,Bermuda,0
2021-02-14,Bermuda,0
2021-02-15,Bermuda,0
2020-01-03,Bonaire,0
2020-01-04,Bonaire,0
2020-01-05,Bonaire,0
2020-01-06,Bonaire,0
2020-01-07,Bonaire,0
2020-01-08,Bonaire,0
2020-01-09,Bonaire,0
2020-01-10,Bonaire,0
2020-01-11,Bonaire,0
2020-01-12,Bonaire,0
2020-01-13,Bonaire,0
2020-01-14,Bonaire,0
2020-01-15,Bonaire,0
2020-01-16,Bonaire,0
2020-01-17,Bonaire,0
2020-01-18,Bonaire,0
2020-01-19,Bonaire,0
2020-01-20,Bonaire,0
2020-01-21,Bonaire,0
2020-01-22,Bonaire,0
2020-01-23,Bonaire,0
2020-01-24,Bonaire,0
2020-01-25,Bonaire,0
2020-01-26,Bonaire,0
2020-01-27,Bonaire,0
2020-01-28,Bonaire,0
2020-01-29,Bonaire,0
2020-01-30,Bonaire,0
2020-01-31,Bonaire,0
2020-02-01,Bonaire,0
2020-02-02,Bonaire,0
2020-02-03,Bonaire,0
2020-02-04,Bonaire,0
2020-02-05,Bonaire,0
2020-02-06,Bonaire,0
2020-02-07,Bonaire,0
2020-02-08,Bonaire,0
2020-02-09,Bonaire,0
2020-02-10,Bonaire,0
2020-02-11,Bonaire,0
2020-02-12,Bonaire,0
2020-02-13,Bonaire,0
2020-02-14,Bonaire,0
2020-02-15,Bonaire,0
2020-02-16,Bonaire,0
2020-02-17,Bonaire,0
2020-02-18,Bonaire,0
2020-02-19,Bonaire,0
2020-02-20,Bonaire,0
2020-02-21,Bonaire,0
2020-02-22,Bonaire,0
2020-02-23,Bonaire,0
2020-02-24,Bonaire,0
2020-02-25,Bonaire,0
2020-02-26,Bonaire,0
2020-02-27,Bonaire,0
2020-02-28,Bonaire,0
2020-02-29,Bonaire,0
2020-03-01,Bonaire,0
2020-03-02,Bonaire,0
2020-03-03,Bonaire,0
2020-03-04,Bonaire,0
2020-03-05,Bonaire,0
2020-03-06,Bonaire,0
2020-03-07,Bonaire,0
2020-03-08,Bonaire,0
2020-03-09,Bonaire,0
2020-03-10,Bonaire,0
2020-03-11,Bonaire,0
2020-03-12,Bonaire,0
2020-03-13,Bonaire,0
2020-03-14,Bonaire,0
2020-03-15,Bonaire,0
2020-03-16,Bonaire,0
2020-03-17,Bonaire,0
2020-03-18,Bonaire,0
2020-03-19,Bonaire,0
2020-03-20,Bonaire,0
2020-03-21,Bonaire,0
2020-03-22,Bonaire,0
2020-03-23,Bonaire,0
2020-03-24,Bonaire,0
2020-03-25,Bonaire,0
2020-03-26,Bonaire,0
2020-03-27,Bonaire,0
2020-03-28,Bonaire,0
2020-03-29,Bonaire,0
2020-03-30,Bonaire,0
2020-03-31,Bonaire,0
2020-04-01,Bonaire,0
2020-04-02,Bonaire,0
2020-04-03,Bonaire,0
2020-04-04,Bonaire,0
2020-04-05,Bonaire,0
2020-04-06,Bonaire,0
2020-04-07,Bonaire,0
2020-04-08,Bonaire,0
2020-04-09,Bonaire,0
2020-04-10,Bonaire,0
2020-04-11,Bonaire,0
2020-04-12,Bonaire,0
2020-04-13,Bonaire,0
2020-04-14,Bonaire,0
2020-04-15,Bonaire,0
2020-04-16,Bonaire,1
2020-04-17,Bonaire,0
2020-04-18,Bonaire,0
2020-04-19,Bonaire,0
2020-04-20,Bonaire,0
2020-04-21,Bonaire,0
2020-04-22,Bonaire,0
2020-04-23,Bonaire,0
2020-04-24,Bonaire,0
2020-04-25,Bonaire,0
2020-04-26,Bonaire,0
2020-04-27,Bonaire,0
2020-04-28,Bonaire,1
2020-04-29,Bonaire,0
2020-04-30,Bonaire,0
2020-05-01,Bonaire,0
2020-05-02,Bonaire,0
2020-05-03,Bonaire,0
2020-05-04,Bonaire,0
2020-05-05,Bonaire,0
2020-05-06,Bonaire,0
2020-05-07,Bonaire,0
2020-05-08,Bonaire,0
2020-05-09,Bonaire,0
2020-05-10,Bonaire,0
2020-05-11,Bonaire,0
2020-05-12,Bonaire,0
2020-05-13,Bonaire,0
2020-05-14,Bonaire,0
2020-05-15,Bonaire,0
2020-05-16,Bonaire,0
2020-05-17,Bonaire,0
2020-05-18,Bonaire,0
2020-05-19,Bonaire,0
2020-05-20,Bonaire,0
2020-05-21,Bonaire,0
2020-05-22,Bonaire,0
2020-05-23,Bonaire,0
2020-05-24,Bonaire,0
2020-05-25,Bonaire,0
2020-05-26,Bonaire,0
2020-05-27,Bonaire,0
2020-05-28,Bonaire,0
2020-05-29,Bonaire,0
2020-05-30,Bonaire,0
2020-05-31,Bonaire,0
2020-06-01,Bonaire,0
2020-06-02,Bonaire,0
2020-06-03,Bonaire,0
2020-06-04,Bonaire,0
2020-06-05,Bonaire,0
2020-06-06,Bonaire,0
2020-06-07,Bonaire,0
2020-06-08,Bonaire,0
2020-06-09,Bonaire,0
2020-06-10,Bonaire,0
2020-06-11,Bonaire,0
2020-06-12,Bonaire,0
2020-06-13,Bonaire,0
2020-06-14,Bonaire,0
2020-06-15,Bonaire,0
2020-06-16,Bonaire,0
2020-06-17,Bonaire,0
2020-06-18,Bonaire,0
2020-06-19,Bonaire,0
2020-06-20,Bonaire,0
2020-06-21,Bonaire,0
2020-06-22,Bonaire,0
2020-06-23,Bonaire,0
2020-06-24,Bonaire,0
2020-06-25,Bonaire,0
2020-06-26,Bonaire,0
2020-06-27,Bonaire,0
2020-06-28,Bonaire,0
2020-06-29,Bonaire,0
2020-06-30,Bonaire,0
2020-07-01,Bonaire,0
2020-07-02,Bonaire,0
2020-07-03,Bonaire,0
2020-07-04,Bonaire,0
2020-07-05,Bonaire,0
2020-07-06,Bonaire,0
2020-07-07,Bonaire,0
2020-07-08,Bonaire,0
2020-07-09,Bonaire,0
2020-07-10,Bonaire,0
2020-07-11,Bonaire,0
2020-07-12,Bonaire,0
2020-07-13,Bonaire,0
2020-07-14,Bonaire,2
2020-07-15,Bonaire,0
2020-07-16,Bonaire,1
2020-07-17,Bonaire,0
2020-07-18,Bonaire,0
2020-07-19,Bonaire,0
2020-07-20,Bonaire,0
2020-07-21,Bonaire,0
2020-07-22,Bonaire,0
2020-07-23,Bonaire,0
2020-07-24,Bonaire,0
2020-07-25,Bonaire,0
2020-07-26,Bonaire,0
2020-07-27,Bonaire,0
2020-07-28,Bonaire,0
2020-07-29,Bonaire,0
2020-07-30,Bonaire,0
2020-07-31,Bonaire,0
2020-08-01,Bonaire,0
2020-08-02,Bonaire,0
2020-08-03,Bonaire,0
2020-08-04,Bonaire,0
2020-08-05,Bonaire,0
2020-08-06,Bonaire,0
2020-08-07,Bonaire,0
2020-08-08,Bonaire,0
2020-08-09,Bonaire,0
2020-08-10,Bonaire,0
2020-08-11,Bonaire,0
2020-08-12,Bonaire,0
2020-08-13,Bonaire,0
2020-08-14,Bonaire,0
2020-08-15,Bonaire,0
2020-08-16,Bonaire,0
2020-08-17,Bonaire,0
2020-08-18,Bonaire,0
2020-08-19,Bonaire,0
2020-08-20,Bonaire,0
2020-08-21,Bonaire,0
2020-08-22,Bonaire,0
2020-08-23,Bonaire,0
2020-08-24,Bonaire,0
2020-08-25,Bonaire,0
2020-08-26,Bonaire,0
2020-08-27,Bonaire,0
2020-08-28,Bonaire,1
2020-08-29,Bonaire,0
2020-08-30,Bonaire,0
2020-08-31,Bonaire,1
2020-09-01,Bonaire,0
2020-09-02,Bonaire,2
2020-09-03,Bonaire,0
2020-09-04,Bonaire,0
2020-09-05,Bonaire,0
2020-09-06,Bonaire,0
2020-09-07,Bonaire,1
2020-09-08,Bonaire,0
2020-09-09,Bonaire,0
2020-09-10,Bonaire,0
2020-09-11,Bonaire,0
2020-09-12,Bonaire,0
2020-09-13,Bonaire,0
2020-09-14,Bonaire,1
2020-09-15,Bonaire,1
2020-09-16,Bonaire,4
2020-09-17,Bonaire,4
2020-09-18,Bonaire,0
2020-09-19,Bonaire,0
2020-09-20,Bonaire,0
2020-09-21,Bonaire,20
2020-09-22,Bonaire,7
2020-09-23,Bonaire,5
2020-09-24,Bonaire,8
2020-09-25,Bonaire,7
2020-09-26,Bonaire,0
2020-09-27,Bonaire,0
2020-09-28,Bonaire,21
2020-09-29,Bonaire,9
2020-09-30,Bonaire,1
2020-10-01,Bonaire,5
2020-10-02,Bonaire,0
2020-10-03,Bonaire,0
2020-10-04,Bonaire,0
2020-10-05,Bonaire,10
2020-10-06,Bonaire,10
2020-10-07,Bonaire,4
2020-10-08,Bonaire,2
2020-10-09,Bonaire,1
2020-10-10,Bonaire,0
2020-10-11,Bonaire,0
2020-10-12,Bonaire,1
2020-10-13,Bonaire,0
2020-10-14,Bonaire,0
2020-10-15,Bonaire,0
2020-10-16,Bonaire,0
2020-10-17,Bonaire,0
2020-10-18,Bonaire,0
2020-10-19,Bonaire,0
2020-10-20,Bonaire,0
2020-10-21,Bonaire,0
2020-10-22,Bonaire,0
2020-10-23,Bonaire,0
2020-10-24,Bonaire,0
2020-10-25,Bonaire,0
2020-10-26,Bonaire,0
2020-10-27,Bonaire,0
2020-10-28,Bonaire,0
2020-10-29,Bonaire,3
2020-10-30,Bonaire,0
2020-10-31,Bonaire,0
2020-11-01,Bonaire,0
2020-11-02,Bonaire,0
2020-11-03,Bonaire,0
2020-11-04,Bonaire,0
2020-11-05,Bonaire,0
2020-11-06,Bonaire,1
2020-11-07,Bonaire,0
2020-11-08,Bonaire,0
2020-11-09,Bonaire,0
2020-11-10,Bonaire,0
2020-11-11,Bonaire,0
2020-11-12,Bonaire,1
2020-11-13,Bonaire,0
2020-11-14,Bonaire,0
2020-11-15,Bonaire,0
2020-11-16,Bonaire,0
2020-11-17,Bonaire,2
2020-11-18,Bonaire,0
2020-11-19,Bonaire,1
2020-11-20,Bonaire,0
2020-11-21,Bonaire,0
2020-11-22,Bonaire,0
2020-11-23,Bonaire,0
2020-11-24,Bonaire,3
2020-11-25,Bonaire,0
2020-11-26,Bonaire,0
2020-11-27,Bonaire,0
